Cites,Authors,Title,Publisher,Year,ArticleURL,Source,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
12,"H Yahyaoui, L Wang, A Mourad, M Almullah, ...",Towards context-adaptable Web service policies,Elsevier,2011,https://www.sciencedirect.com/science/article/pii/S1877050911004042,Procedia Computer …,https://scholar.google.com/scholar?cites=2466712042578143748&as_sdt=2005&sciodt=2007&hl=en,64,2021-12-18 16:37,,,,,,,,,12,1.2,2,5,10,We propose in this paper a new approach to achieve highly adaptable Web services through context-adaptable Web service policies. A Web service policy is a set of rules that defines the capabilities and requirements of a Web service as well as governs the runtime …,https://www.sciencedirect.com/science/article/pii/S1877050911004042/pdf?md5=79b3354842d116bff7497ae5b0ee5d30&pid=1-s2.0-S1877050911004042-main.pdf&_valck=1,https://scholar.google.com/scholar?q=related:BGoMlYiFOyIJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
9,"H Tout, A Mourad, C Talhi, H Otrok",AOMD approach for context-adaptable and conflict-free Web services composition,Elsevier,2015,https://www.sciencedirect.com/science/article/pii/S0045790615001329,Computers & Electrical Engineering,https://scholar.google.com/scholar?cites=9459858711165513783&as_sdt=2005&sciodt=2007&hl=en,65,2021-12-18 16:37,,,,,,,,,9,1.5,2,4,6,"Abstract BPEL or Business Process Execution Language is so far the most important standard language for effective composition of Web services. However, like most available process orchestration engines, BPEL does not provide automated support for reacting …",https://www.researchgate.net/profile/Azzam-Mourad/publication/275412014_AOMD_approach_for_context-adaptable_and_conflict-free_Web_services_composition/links/5bdd8305a6fdcc3a8dba5119/AOMD-approach-for-context-adaptable-and-conflict-free-Web-services-composition.pdf,https://scholar.google.com/scholar?q=related:N7BnmGArSIMJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
3,"H Sami, H Otrok, J Bentahar, ...",AI-based Resource Provisioning of IoE Services in 6G: A Deep Reinforcement Learning Approach,ieeexplore.ieee.org,2021,https://ieeexplore.ieee.org/abstract/document/9380677/,IEEE Transactions on …,https://scholar.google.com/scholar?cites=1142297934495883516&as_sdt=2005&sciodt=2007&hl=en,66,2021-12-18 16:37,,,,,,,,,3,3,1,4,1,"Currently, researchers have motivated a vision of 6G for empowering the new generation of the Internet of Everything (IoE) services that are not supported by 5G. In the context of 6G, more computing resources are required, a problem that is dealt with by Mobile Edge …",https://www.researchgate.net/profile/Hani-Sami-2/publication/350148832_AI-based_Resource_Provisioning_of_IoE_Services_in_6G_A_Deep_Reinforcement_Learning_Approach/links/6060bea3299bf17367776d24/AI-based-Resource-Provisioning-of-IoE-Services-in-6G-A-Deep-Reinforcement-Learning-Approach.pdf,https://scholar.google.com/scholar?q=related:_CBKVetB2g8J:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
5,"H Sami, A Mourad, H Otrok, ...",Fscaler: Automatic resource scaling of containers in fog clusters using reinforcement learning,ieeexplore.ieee.org,2020,https://ieeexplore.ieee.org/abstract/document/9148401/,… and Mobile Computing …,https://scholar.google.com/scholar?cites=3758340659779259874&as_sdt=2005&sciodt=2007&hl=en,67,2021-12-18 16:37,,,,,,,,,5,5,1,4,1,"Several studies leverage fog computing as a solution to overcome cloud delays, including computation, network, and data storage. Along with the increase in demands for computing resources in fog infrastructures, heterogeneous fog devices are used towards forming highly …",https://www.researchgate.net/profile/Azzam-Mourad/publication/343244224_FScaler_Automatic_Resource_Scaling_of_Containers_in_Fog_Clusters_Using_Reinforcement_Learning/links/5f95b5c2a6fdccfd7b7f6da9/FScaler-Automatic-Resource-Scaling-of-Containers-in-Fog-Clusters-Using-Reinforcement-Learning.pdf,https://scholar.google.com/scholar?q=related:4s0M4-pOKDQJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
13,"M Debbabi, A Mourad, C Talhi, ...",Accelerating embedded Java for mobile devices,ieeexplore.ieee.org,2005,https://ieeexplore.ieee.org/abstract/document/1509971/,IEEE Communications …,https://scholar.google.com/scholar?cites=9264017944406470625&as_sdt=2005&sciodt=2007&hl=en,68,2021-12-18 16:37,,,,,,,,,13,0.81,3,4,16,"With the proliferation of wireless devices, networks, and systems, the deployment of efficient embedded Java virtual machines is becoming a challenging and important research area. Accordingly, a plethora of acceleration techniques have been proposed. In this article we …",https://www.researchgate.net/profile/Azzam-Mourad/publication/3199478_Accelerating_embedded_Java_for_mobile_devices/links/00b7d51471e77e2ab9000000/Accelerating-embedded-Java-for-mobile-devices.pdf,https://scholar.google.com/scholar?q=related:4S8x0TxnkIAJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
11,"H Tout, A Mourad, H Yahyaoui, ...",Towards a BPEL model-driven approach for Web services security,ieeexplore.ieee.org,2012,https://ieeexplore.ieee.org/abstract/document/6297928/,2012 Tenth Annual …,https://scholar.google.com/scholar?cites=12511388928659188329&as_sdt=2005&sciodt=2007&hl=en,69,2021-12-18 16:37,,,,,,,,,11,1.22,3,4,9,"By handling the orchestration, composition and interaction of Web services, the Business Process Execution Language (BPEL) has gained tremendous interest. However, such process-based language does not assure a secure environment for Web services …",https://www.academia.edu/download/65743528/Towards_a_BPEL_model-driven_approach_for20210221-18076-yhc6ek.pdf,https://scholar.google.com/scholar?q=related:aWp8Q_Fhoa0J:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
9,"OA Wahab, J Bentahar, H Otrok, ...",Misbehavior detection framework for community-based cloud computing,ieeexplore.ieee.org,2015,https://ieeexplore.ieee.org/abstract/document/7300816/,2015 3rd International …,https://scholar.google.com/scholar?cites=8690431516205612128&as_sdt=2005&sciodt=2007&hl=en,70,2021-12-18 16:37,,,,,,,,,9,1.5,2,4,6,The success and continuation of cloud computing depends to a large extent on the quality and performance of the offered services. We propose in this paper a novel architecture for cloud computing called Community-based Cloud Computing whose main goal is to improve …,https://www.academia.edu/download/42782262/Misbehavior_Detection_Framework_for_Community-based_Cloud_Computing.pdf,https://scholar.google.com/scholar?q=related:YHxLjGudmngJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
11,"A Mourad, S Ayoubi, H Yahyaoui, ...",A novel aspect-oriented BPEL framework for the dynamic enforcement of web services security,inderscienceonline.com,2012,https://www.inderscienceonline.com/doi/abs/10.1504/IJWGS.2012.051526,International journal of …,https://scholar.google.com/scholar?cites=18307574335905738546&as_sdt=2005&sciodt=2007&hl=en,71,2021-12-18 16:37,,10.1504/IJWGS.2012.051526,,,,,,,11,1.22,3,4,9,"In this paper, we propose a new framework for the dynamic enforcement of composite Web services security, which is based on a synergy between Aspect-Oriented Programming (AOP) and BPEL (Business Process Execution Language). This synergy is achieved through …",https://laur.lau.edu.lb:8443/xmlui/bitstream/handle/10725/2680/A%20novel%20aspect-oriented.pdf?sequence=2&isAllowed=n,https://scholar.google.com/scholar?q=related:Mi-4XtyREf4J:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
13,"M Debbabi, A Mourad, N Tawbi",Armed e-bunny: a selective dynamic compiler for embedded java virtual machine targeting arm processors,dl.acm.org,2005,https://dl.acm.org/doi/abs/10.1145/1066677.1066876,… of the 2005 ACM symposium on …,https://scholar.google.com/scholar?cites=7349061251403529269&as_sdt=2005&sciodt=2007&hl=en,72,2021-12-18 16:37,,10.1145/1066677.1066876,,,,,,,13,0.81,4,3,16,This paper presents a new selective dynamic compilation technique targeting ARM 16/32-bit embedded system processors. This compiler is built inside the J2ME/CLDC (Java 2 Micro Edition for Connected Limited Device Configuration) platform [8]. The primary objective of …,https://www.ift.ulaval.ca/fileadmin/ift/Nadia_Tawbi/PDF/ArmedE-Bunny.pdf,https://scholar.google.com/scholar?q=related:Nbx-akUc_WUJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
10,"A Mourad, MA Laverdiere, M Debbabi",A High-Level Aspect-Oriented based Language for Software Security Hardening.,scitepress.org,2007,https://www.scitepress.org/papers/2007/21284/21284.pdf,SECRYPT,https://scholar.google.com/scholar?cites=3970080242782111466&as_sdt=2005&sciodt=2007&hl=en,73,2021-12-18 16:37,PDF,,,,,,,,10,0.71,3,3,14,"In this paper, we propose an aspect-oriented language, called SHL (Security Hardening Language), for specifying systematically the security hardening solutions. This language constitutes our new achievement towards developing our security hardening framework …",https://www.scitepress.org/papers/2007/21284/21284.pdf,https://scholar.google.com/scholar?q=related:6gbTSPKOGDcJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
7,"D Mouheb, C Talhi, A Mourad, V Lima, ...",An Aspect-Oriented approach for software security hardening: from design to implementation,ebooks.iospress.nl,2009,https://ebooks.iospress.nl/volumearticle/5344,New Trends in …,https://scholar.google.com/scholar?cites=12132463368682794421&as_sdt=2005&sciodt=2007&hl=en,74,2021-12-18 16:37,,,,,,,,,7,0.58,1,5,12,Security is a very challenging task in software engineering. Enforcing security policies should be taken care of during the early phases of the software development life cycle to prevent security breaches in the final product. Since security is a crosscutting concern that …,https://www.researchgate.net/profile/Azzam-Mourad/publication/221026496_An_Aspect-Oriented_Approach_for_Software_Security_Hardening_from_Design_to_Implementation/links/004635278175b78bcc000000/An-Aspect-Oriented-Approach-for-Software-Security-Hardening-from-Design-to-Implementation.pdf,https://scholar.google.com/scholar?q=related:te3GPCcrX6gJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
7,"A Mourad, A Soeanu, MA Laverdiere, M Debbabi",New aspect-oriented constructs for security hardening concerns,Elsevier,2009,https://www.sciencedirect.com/science/article/pii/S016740480900011X,computers & security,https://scholar.google.com/scholar?cites=6630209487192811534&as_sdt=2005&sciodt=2007&hl=en,75,2021-12-18 16:37,,,,,,,,,7,0.58,2,4,12,"In this paper, we present new pointcuts and primitives to Aspect-Oriented Programming (AOP) languages that are needed for systematic hardening of security concerns. The two proposed pointcuts allow to identify particular join points in a program's control-flow graph …",https://www.researchgate.net/profile/Azzam-Mourad/publication/220614642_New_aspect-oriented_constructs_for_security_hardening_concerns/links/5bd37b14299bf1124fa633b3/New-aspect-oriented-constructs-for-security-hardening-concerns.pdf,https://scholar.google.com/scholar?q=related:DmiNdmY8A1wJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
8,"MA Laverdière, A Mourad, A Soeanu, ...",Control flow based pointcuts for security hardening concerns,Springer,2007,https://link.springer.com/chapter/10.1007/978-0-387-73655-6_20,… Conference on Trust …,https://scholar.google.com/scholar?cites=15375421260069650897&as_sdt=2005&sciodt=2007&hl=en,76,2021-12-18 16:37,,10.1007/978-0-387-73655-6_20,,,,,,,8,0.57,2,4,14,"In this paper, we present two new control flow based point-cuts to Aspect-Oriented Programming (AOP) languages that are needed for systematic hardening of security concerns. They allow to identify particular join points in a program's control flow graph …",https://link.springer.com/content/pdf/10.1007/978-0-387-73655-6_20.pdf,https://scholar.google.com/scholar?q=related:0cFwbix4YNUJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
5,"H Tout, C Talhi, N Kara, ...",Towards an offloading approach that augments multi-persona performance and viability,ieeexplore.ieee.org,2015,https://ieeexplore.ieee.org/abstract/document/7158018/,2015 12th Annual IEEE …,https://scholar.google.com/scholar?cites=11469947279341366297&as_sdt=2005&sciodt=2007&hl=en,77,2021-12-18 16:37,,,,,,,,,5,0.83,1,4,6,"Mobile virtualization is a key technology that is witnessing widespread adoption to realize multi-persona functionality capable of accommodating work, personal, and mobility needs on a single mobile terminal. Yet, unlike virtualization on servers and desktop machines …",https://laur.lau.edu.lb:8443/xmlui/bitstream/handle/10725/5349/%28Postprint%29%20Towards.pdf?sequence=3&isAllowed=y,https://scholar.google.com/scholar?q=related:GayZuUdwLZ8J:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
5,"A Mourad, H Otrok, H Yahyaoui, ...",Toward an abstract language on top of XACML for web services security,ieeexplore.ieee.org,2011,https://ieeexplore.ieee.org/abstract/document/6148453/,… Conference for Internet …,https://scholar.google.com/scholar?cites=3025357685021669932&as_sdt=2005&sciodt=2007&hl=en,78,2021-12-18 16:37,,,,,,,,,5,0.5,1,4,10,We introduce in this paper an abstract language on top of XACML (eXtensible Access Control Markup Language) for web services security. It is based on the automatic generation of XACML security policies from abstract XACML profile (s). Our proposed approach allows …,https://www.researchgate.net/profile/Azzam-Mourad/publication/254051012_Toward_an_abstract_language_on_top_of_XACML_for_web_services_security/links/556986be08aefcb861d5d4e0/Toward-an-abstract-language-on-top-of-XACML-for-web-services-security.pdf,https://scholar.google.com/scholar?q=related:LPo2Fsk6_CkJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
48,"S Abdulrahman, H Tout, H Ould-Slimane, ...",A survey on federated learning: The journey from centralized to distributed on-site learning and beyond,ieeexplore.ieee.org,2020,https://ieeexplore.ieee.org/abstract/document/9220780/,IEEE Internet of …,https://scholar.google.com/scholar?cites=2853040318860892567&as_sdt=2005&sciodt=2007&hl=en,79,2021-12-18 16:37,CITATION,,,,,,,,48,48,12,4,1,"Driven by privacy concerns and the visions of deep learning, the last four years have witnessed a paradigm shift in the applicability mechanism of machine learning (ML). An emerging model, called federated learning (FL), is rising above both centralized systems …",http://icaangroup.com/wp-content/uploads/2021/06/09220780-4.pdf,https://scholar.google.com/scholar?q=related:lxmSzw0JmCcJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
1,"M Chehab, A Mourad",LP-SBA-XACML: Lightweight Semantics Based Scheme Enabling Intelligent Behavior-Aware Privacy for IoT,ieeexplore.ieee.org,2020,https://ieeexplore.ieee.org/abstract/document/9107456/,IEEE Transactions on Dependable and …,https://scholar.google.com/scholar?cites=7030292493713310190&as_sdt=2005&sciodt=2007&hl=en,80,2021-12-18 16:37,,,,,,,,,1,1,1,2,1,"The broad applicability of Internet of Things (IoT) would truly enable the pervasiveness of smart devices for sensing data. In this context, achieving service personalization requires collecting sensitive data about users. That yields to privacy concerns due to the possibility of …",https://www.researchgate.net/profile/Mohamad-Chehab/publication/341892018_LP-SBA-XACML_Lightweight_Semantics_Based_Scheme_Enabling_Intelligent_Behavior-Aware_Privacy_for_IoT/links/5ee91765458515814a651757/LP-SBA-XACML-Lightweight-Semantics-Based-Scheme-Enabling-Intelligent-Behavior-Aware-Privacy-for-IoT.pdf,https://scholar.google.com/scholar?q=related:7oHgYsadkGEJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
2,"M Arafeh, P Ceravolo, A Mourad, ...",Sampling online social networks with tailored mining strategies,ieeexplore.ieee.org,2019,https://ieeexplore.ieee.org/abstract/document/8931829/,2019 Sixth International …,https://scholar.google.com/scholar?cites=7198375190579019845&as_sdt=2005&sciodt=2007&hl=en,81,2021-12-18 16:37,,,,,,,,,2,1,1,4,2,"With the vast amount of daily generated data that expands every day, Online Social Network (OSN) is considered a key source of information for many Big Data applications. Despite that, companies behind OSNs resort to putting more constraints on their APIs gateways …",https://www.researchgate.net/profile/Azzam-Mourad/publication/337985736_Sampling_Online_Social_Networks_with_Tailored_Mining_Strategies/links/5f95b7cb299bf1b53e45cecc/Sampling-Online-Social-Networks-with-Tailored-Mining-Strategies.pdf,https://scholar.google.com/scholar?q=related:RYBy4hjE5WMJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
4,"A Mourad, H Otrok, L Baajour",A novel approach for the development and deployment of security patterns,ieeexplore.ieee.org,2010,https://ieeexplore.ieee.org/abstract/document/5591424/,2010 IEEE Second International …,https://scholar.google.com/scholar?cites=11822063976596817815&as_sdt=2005&sciodt=2007&hl=en,82,2021-12-18 16:37,,,,,,,,,4,0.36,1,3,11,"In this paper, we address the problems related to the applicability and useability of security patterns. In this context, we propose a new approach based on aspect-oriented programming (AOP) for security patterns development, specification and deployment. Our …",https://laur.lau.edu.lb:8443/xmlui/bitstream/handle/10725/5336/(Postprint)%20A%20Novel.pdf?sequence=3,https://scholar.google.com/scholar?q=related:l8f-_IxoEKQJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
5,"H Al Housani, H Otrok, R Mizouni, ...",Towards smart anti-malwares for battery-powered devices,ieeexplore.ieee.org,2012,https://ieeexplore.ieee.org/abstract/document/6208692/,… Conference on New …,https://scholar.google.com/scholar?cites=6494037133904938934&as_sdt=2005&sciodt=2007&hl=en,83,2021-12-18 16:37,,,,,,,,,5,0.56,1,4,9,"Anti-malware programs (AM) are well-known powerful security tools that protects against malicious activities. Behaviour-based AMs are seen as suitable candidates to detect unknown malwares in mobile devices. Usually, AM offers different levels of security namely …",https://www.researchgate.net/profile/Azzam-Mourad/publication/258225021_Towards_Smart_Anti-Malwares_for_Battery-Powered_Devices/links/5569841608aeccd77739dd5c/Towards-Smart-Anti-Malwares-for-Battery-Powered-Devices.pdf,https://scholar.google.com/scholar?q=related:toeZzF10H1oJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
5,"M Debbabi, A Gherbi, A Mourad, H Yahyaoui",A selective dynamic compiler for embedded Java virtual machines targeting ARM processors,Elsevier,2006,https://www.sciencedirect.com/science/article/pii/S0167642305000845,Science of Computer …,https://scholar.google.com/scholar?cites=9232283577864021455&as_sdt=2005&sciodt=2007&hl=en,84,2021-12-18 16:37,,,,,,,,,5,0.33,1,4,15,"This paper presents a new selective dynamic compilation technique targeting ARM 16/32-bit embedded system processors. This compiler is built inside the J2ME/CLDC (Java 2 Micro Edition for Connected Limited Device Configuration) platform [Sun MicroSystems, Java 2 …",https://www.sciencedirect.com/science/article/pii/S0167642305000845/pdf?md5=ee90c006eb290ffdb7e4f4808f5243ec&pid=1-s2.0-S0167642305000845-main.pdf&_valck=1,https://scholar.google.com/scholar?q=related:z-VB1P-oH4AJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
4,"H Tout, A Mourad, H Otrok",XrML-RBLicensing approach adapted to the BPEL process of composite web services,Springer,2013,https://link.springer.com/content/pdf/10.1007/s11761-013-0127-5.pdf,Service Oriented Computing and Applications,https://scholar.google.com/scholar?cites=1243793421017603003&as_sdt=2005&sciodt=2007&hl=en,85,2021-12-18 16:37,,10.1007/s11761-013-0127-5,,,,,,,4,0.5,1,3,8,Web service orchestration represents an open and standards-based approach for connecting web services together leading to higher level of business processes. Business Process Execution Language (BPEL) engines are designed to handle this orchestration …,https://laur.lau.edu.lb:8443/xmlui/bitstream/handle/10725/2676/%28Postprint%29%20XrML.pdf?sequence=3&isAllowed=y,https://scholar.google.com/scholar?q=related:u9u4yYbXQhEJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
4,"A Mourad, MA Laverdiere, M Debbabi",New Primitives to AOP Weaving Capabilities for Security Hardening Concerns.,researchgate.net,2007,https://www.researchgate.net/profile/Azzam-Mourad/publication/221399840_New_Primitives_to_AOP_Weaving_Capabilities_for_Security_Hardening_Concerns/links/02bfe51463a5b4f4a7000000/New-Primitives-to-AOP-Weaving-Capabilities-for-Security-Hardening-Concerns.pdf,WOSIS,https://scholar.google.com/scholar?cites=12515526711366106298&as_sdt=2005&sciodt=2007&hl=en,86,2021-12-18 16:37,PDF,,,,,,,,4,0.29,1,3,14,"In this paper, we present two new primitives to Aspect-Oriented Programming (AOP) languages that are needed for systematic hardening of security concerns. These primitives are called exportParameter and importParameter and are used to pass parameters between …",https://www.researchgate.net/profile/Azzam-Mourad/publication/221399840_New_Primitives_to_AOP_Weaving_Capabilities_for_Security_Hardening_Concerns/links/02bfe51463a5b4f4a7000000/New-Primitives-to-AOP-Weaving-Capabilities-for-Security-Hardening-Concerns.pdf,https://scholar.google.com/scholar?q=related:urzj3zsVsK0J:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
3,"N Al Ebri, H Otrok, A Mourad, ...",Botnet detection: A cooperative game theoretical correlation-based model,ieeexplore.ieee.org,2013,https://ieeexplore.ieee.org/abstract/document/6579517/,2013 Third International …,https://scholar.google.com/scholar?cites=16462900079951045494&as_sdt=2005&sciodt=2007&hl=en,87,2021-12-18 16:37,,,,,,,,,3,0.38,1,4,8,"In this paper, we address the problem of botnet detection by correlating information from trusted hosts and network. Botnets are groups of compromised computers controlled by a botmaster through a command and control (C&C) channel. They are noted as one of the …",https://www.academia.edu/download/45857129/Botnet_detection_A_cooperative_game_theo20160522-8650-lq0zqf.pdf,https://scholar.google.com/scholar?q=related:dmM7Bmb4d-QJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
1,"R Chowdhury, C Talhi, H Ould-Slimane, ...",A framework for automated monitoring and orchestration of cloud-native applications,ieeexplore.ieee.org,2020,https://ieeexplore.ieee.org/abstract/document/9297238/,2020 International …,https://scholar.google.com/scholar?cites=8639882917149483410&as_sdt=2005&sciodt=2007&hl=en,88,2021-12-18 16:37,,,,,,,,,1,1,0,4,1,In the age of cloud-native implementation both monitoring and automated orchestration plays an important role for managing these applications' life cycle. There are lot of available monitoring tools which are able to monitor these implementations but they lack the …,,https://scholar.google.com/scholar?q=related:kiGpsbwH53cJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
3,"M Mejri, H Yahyaoui, A Mourad, M Chehab",A rewriting system for the assessment of XACML policies relationship,Elsevier,2020,https://www.sciencedirect.com/science/article/pii/S0167404820302339,Computers & Security,https://scholar.google.com/scholar?cites=17781563511376009332&as_sdt=2005&sciodt=2007&hl=en,89,2021-12-18 16:37,,,,,,,,,3,3,1,4,1,"We propose in this paper a new approach to assess the relationship between XACML policies. Our approach spans over three steps. In the first one, the XACML policies are mapped to terms of a Boolean ring while taking into account XACML policy and rule …",https://arxiv.org/pdf/1605.05887,https://scholar.google.com/scholar?q=related:dFidhs3NxPYJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
2,"A Mourad, D Alhadidi, M Debbabi",Cross-language weaving approach targeting software security hardening,ieeexplore.ieee.org,2008,https://ieeexplore.ieee.org/abstract/document/4641276/,2008 Sixth Annual …,https://scholar.google.com/scholar?cites=15185173285277666713&as_sdt=2005&sciodt=2007&hl=en,90,2021-12-18 16:37,,,,,,,,,2,0.15,1,3,13,"In this paper, we propose an approach for systematic security hardening of software based on aspect-oriented programming and Gimple language. We also present the first steps towards a formal specification for Gimple weaving together with the implementation …",https://www.researchgate.net/profile/Azzam-Mourad/publication/220919990_Cross-Language_Weaving_Approach_Targeting_Software_Security_Hardening/links/02bfe51463a5b8f942000000/Cross-Language-Weaving-Approach-Targeting-Software-Security-Hardening.pdf,https://scholar.google.com/scholar?q=related:mQ26AaaSvNIJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
2,"RA Haraty, MF Naous, A Mourad",Assuring consistency in mixed models,Elsevier,2014,https://www.sciencedirect.com/science/article/pii/S1877750314000325,Journal of Computational Science,https://scholar.google.com/scholar?cites=1209351097576741232&as_sdt=2005&sciodt=2007&hl=en,91,2021-12-18 16:37,,,,,,,,,2,0.29,1,3,7,"Abstract Information systems security defines three properties of information: confidentiality, integrity, and availability. These characteristics remain major concerns throughout the commercial and military industry. Ordinary users have taken these features as basis for their …",https://www.academia.edu/download/65743526/j.jocs.2014.02.00920210221-18076-1jpuy5v.pdf,https://scholar.google.com/scholar?q=related:cFnKc2p6yBAJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
0,"R Islambouli, Z Sweidan, A Mourad, ...",Towards Trust-Aware IoT Hashing Offloading in Mobile Edge Computing,ieeexplore.ieee.org,2020,https://ieeexplore.ieee.org/abstract/document/9148480/,2020 International …,,92,2021-12-18 16:37,,,,,,,,,0,0,0,4,1,"The massive increase of IoT connected devices is imposing various challenges at different dimensions due to the constrained capabilities of devices and huge requirements of applications. Attributed to the benefits it offers in terms of time and cost, pushing security …",https://www.researchgate.net/profile/Azzam-Mourad/publication/343249764_Towards_Trust-Aware_IoT_Hashing_Offloading_in_Mobile_Edge_Computing/links/5f95b2ca458515b7cf9e9e83/Towards-Trust-Aware-IoT-Hashing-Offloading-in-Mobile-Edge-Computing.pdf,https://scholar.google.com/scholar?q=related:J0Wq9O4_0-YJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
1,"N Al Ebri, H Otrok, A Mourad, Y Al-Hammadi",Botnet detection,laur.lau.edu.lb,2017,https://laur.lau.edu.lb:8443/xmlui/handle/10725/5351,,https://scholar.google.com/scholar?cites=820305959046692984&as_sdt=2005&sciodt=2007&hl=en,93,2021-12-18 16:37,,,,,,,,,1,0.25,0,4,4,"In this paper, we address the problem of botnet detection by correlating information from trusted hosts and network. Botnets are groups of compromised computers controlled by a botmaster through a command and control (C&C) channel. They are noted as one of the …",https://laur.lau.edu.lb:8443/xmlui/bitstream/handle/10725/5351/%28Postprint%29%20Botnet.pdf?sequence=3&isAllowed=y,https://scholar.google.com/scholar?q=related:eEAdcOxPYgsJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
0,"OA Wahab, H Otrok, A Mourad, T Taleb",Federated Machine Learning,aaltodoc.aalto.fi,2021,https://aaltodoc.aalto.fi/handle/123456789/107753,,,94,2021-12-18 16:37,,,,,,,,,0,0,0,4,1,The communication and networking field is hungry for machine learning decision-making solutions to replace the traditional model-driven approaches that proved to be not rich enough for seizing the ever-growing complexity and heterogeneity of the modern systems in …,,
2,"A Mourad, H Otrok, L Baajour",New Approach Targeting Security Patterns Development and Deployment,Taylor & Francis,2011,https://www.tandfonline.com/doi/abs/10.1080/19393555.2011.607220,Information Security Journal: A …,https://scholar.google.com/scholar?cites=15532367061791266950&as_sdt=2005&sciodt=2007&hl=en,95,2021-12-18 16:37,,10.1080/19393555.2011.607220,,,,,,,2,0.2,1,3,10,"In this paper, we address the problems related to the applicability and usability of security patterns. In this context, we propose a new approach based on aspect-oriented programming (AOP) for security patterns development, specification and deployment. Our …",https://www.academia.edu/download/45857474/New_Approach_Targeting_Security_Patterns20160522-20193-1qx6f0j.pdf,https://scholar.google.com/scholar?q=related:htgLd4wNjtcJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
1,"M Debbabi, MA Laverdière, A Mourad, S Tlili",Wireless Applications: Middleware Security.,researchgate.net,2008,https://www.researchgate.net/profile/Azzam-Mourad/publication/258225120_Wireless_Applications_Middleware_Security/links/5569879408aeab7772210988/Wireless-Applications-Middleware-Security.pdf,,https://scholar.google.com/scholar?cites=14989534518482809399&as_sdt=2005&sciodt=2007&hl=en,96,2021-12-18 16:37,PDF,,,,,,,,1,0.08,0,4,13,"In this chapter, we survey the security of wireless applications and middleware. Nowadays, we are, more and more, relying on the use of mobile and wireless systems such as PDAs, cell-phones, pagers, etc., for communication, work and entertainment. The popularity of …",https://www.researchgate.net/profile/Azzam-Mourad/publication/258225120_Wireless_Applications_Middleware_Security/links/5569879408aeab7772210988/Wireless-Applications-Middleware-Security.pdf,https://scholar.google.com/scholar?q=related:N7KfAjqGBdAJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
